2026-06-28 21:40:03 eval-1        | === RUN   TestSemanticCacheEval
2026-06-28 21:39:44 qdrant-1      | 2026-06-28T16:09:44.899161Z  INFO storage::content_manager::toc: Loading collection: eval-9f430cbb
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.050200Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-9f430cbb/0: 0/1 (0%)
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.111680Z  INFO collection::shards::local_shard: Recovered collection eval-9f430cbb: 1/1 (100%)
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.114078Z  INFO storage::content_manager::toc: Loading collection: eval-3efb2935
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.312846Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-3efb2935/0: 0/1 (0%)
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.392507Z  INFO collection::shards::local_shard: Recovered collection eval-3efb2935: 1/1 (100%)
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.394940Z  INFO storage::content_manager::toc: Loading collection: eval-4e398660
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.593510Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-4e398660/0: 0/1 (0%)
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.653940Z  INFO collection::shards::local_shard: Recovered collection eval-4e398660: 1/1 (100%)
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.656740Z  INFO storage::content_manager::toc: Loading collection: eval-77b9d21d
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.841688Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-77b9d21d/0: 0/1 (0%)
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.901702Z  INFO collection::shards::local_shard: Recovered collection eval-77b9d21d: 1/1 (100%)
2026-06-28 21:39:45 qdrant-1      | 2026-06-28T16:09:45.904812Z  INFO storage::content_manager::toc: Loading collection: eval-5a82cb4a
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.039014Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-5a82cb4a/0: 0/1 (0%)
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.096296Z  INFO collection::shards::local_shard: Recovered collection eval-5a82cb4a: 1/1 (100%)
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.098550Z  INFO storage::content_manager::toc: Loading collection: eval-3574d797
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.299175Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-3574d797/0: 0/1 (0%)
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.360632Z  INFO collection::shards::local_shard: Recovered collection eval-3574d797: 1/1 (100%)
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.363987Z  INFO storage::content_manager::toc: Loading collection: eval-ac03ab4e
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.588741Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-ac03ab4e/0: 0/1 (0%)
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.675331Z  INFO collection::shards::local_shard: Recovered collection eval-ac03ab4e: 1/1 (100%)
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.678272Z  INFO storage::content_manager::toc: Loading collection: eval-38782ab0
2026-06-28 21:39:46 qdrant-1      | 2026-06-28T16:09:46.923902Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-38782ab0/0: 0/1 (0%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.042639Z  INFO collection::shards::local_shard: Recovered collection eval-38782ab0: 1/1 (100%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.045798Z  INFO storage::content_manager::toc: Loading collection: eval-bb212d7f
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.179326Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-bb212d7f/0: 0/1 (0%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.232735Z  INFO collection::shards::local_shard: Recovered collection eval-bb212d7f: 1/1 (100%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.234266Z  INFO storage::content_manager::toc: Loading collection: eval-7d6a8dfc
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.413695Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-7d6a8dfc/0: 0/1 (0%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.476142Z  INFO collection::shards::local_shard: Recovered collection eval-7d6a8dfc: 1/1 (100%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.478218Z  INFO storage::content_manager::toc: Loading collection: eval-2cffd111
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.620078Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-2cffd111/0: 0/1 (0%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.669052Z  INFO collection::shards::local_shard: Recovered collection eval-2cffd111: 1/1 (100%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.671337Z  INFO storage::content_manager::toc: Loading collection: eval-053eff81
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.829570Z  INFO collection::shards::local_shard: Recovering shard ./storage/collections/eval-053eff81/0: 0/1 (0%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.879936Z  INFO collection::shards::local_shard: Recovered collection eval-053eff81: 1/1 (100%)
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.884544Z  INFO qdrant: Distributed mode disabled
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.885014Z  INFO qdrant: Telemetry reporting enabled, id: a9675c9e-0a57-41ea-ab2c-7d94c6af7297
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.975700Z  INFO qdrant::tonic: Qdrant gRPC listening on 6334
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.975731Z  INFO qdrant::tonic: TLS disabled for gRPC API
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.981594Z  INFO qdrant::actix: REST transport settings: keep_alive=5s, client_request_timeout=5s, client_disconnect_timeout=5s
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.981616Z  INFO qdrant::actix: TLS disabled for REST API
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.982201Z  INFO qdrant::actix: Qdrant HTTP listening on 6333
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.982260Z  INFO actix_server::builder: starting 23 workers
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.982362Z  INFO actix_server::server: Actix runtime found; starting in Actix runtime
2026-06-28 21:39:47 qdrant-1      | 2026-06-28T16:09:47.982448Z  INFO actix_server::server: starting service: "actix-web-service-0.0.0.0:6333", workers: 23, listening on: 0.0.0.0:6333
2026-06-28 21:40:03 qdrant-1      | 2026-06-28T16:10:03.364537Z  INFO storage::content_manager::toc::collection_meta_ops: Creating collection eval-fd17073a
2026-06-28 21:44:06 eval-1        |     eval_test.go:303: FAIL [tc-0385] semantic_miss          expected=miss          got=semantic_hit  sim=0.8524
2026-06-28 21:44:06 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:06 eval-1        |     eval_test.go:303: FAIL [tc-0386] semantic_miss          expected=miss          got=semantic_hit  sim=0.8505
2026-06-28 21:44:06 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:07 eval-1        |     eval_test.go:310: PASS [tc-0387] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:07 eval-1        |     eval_test.go:303: FAIL [tc-0388] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:07 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:07 eval-1        |     eval_test.go:303: FAIL [tc-0389] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:07 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:07 eval-1        |     eval_test.go:303: FAIL [tc-0390] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:07 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:07 eval-1        |     eval_test.go:303: FAIL [tc-0391] semantic_miss          expected=miss          got=semantic_hit  sim=0.9304
2026-06-28 21:44:07 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:07 eval-1        |     eval_test.go:303: FAIL [tc-0392] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:07 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:07 eval-1        |     eval_test.go:303: FAIL [tc-0393] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:07 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:07 eval-1        |     eval_test.go:303: FAIL [tc-0394] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:07 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:08 eval-1        |     eval_test.go:310: PASS [tc-0395] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:08 eval-1        |     eval_test.go:303: FAIL [tc-0396] semantic_miss          expected=miss          got=semantic_hit  sim=0.8678
2026-06-28 21:44:08 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:09 eval-1        |     eval_test.go:303: FAIL [tc-0397] semantic_miss          expected=miss          got=semantic_hit  sim=0.9798
2026-06-28 21:44:09 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:09 eval-1        |     eval_test.go:303: FAIL [tc-0398] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:09 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:09 eval-1        |     eval_test.go:303: FAIL [tc-0399] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:09 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:09 eval-1        |     eval_test.go:310: PASS [tc-0400] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:10 eval-1        |     eval_test.go:310: PASS [tc-0401] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:10 eval-1        |     eval_test.go:310: PASS [tc-0402] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:10 eval-1        |     eval_test.go:303: FAIL [tc-0403] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:10 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:10 eval-1        |     eval_test.go:303: FAIL [tc-0404] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:10 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:10 eval-1        |     eval_test.go:303: FAIL [tc-0405] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:10 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:11 eval-1        |     eval_test.go:310: PASS [tc-0406] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:11 eval-1        |     eval_test.go:303: FAIL [tc-0407] semantic_miss          expected=miss          got=semantic_hit  sim=0.8965
2026-06-28 21:44:11 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:11 eval-1        |     eval_test.go:303: FAIL [tc-0408] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:11 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:11 eval-1        |     eval_test.go:303: FAIL [tc-0409] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:11 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:12 eval-1        |     eval_test.go:310: PASS [tc-0410] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:12 eval-1        |     eval_test.go:303: FAIL [tc-0411] semantic_miss          expected=miss          got=semantic_hit  sim=0.8404
2026-06-28 21:44:12 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:12 eval-1        |     eval_test.go:303: FAIL [tc-0412] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:12 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:12 eval-1        |     eval_test.go:303: FAIL [tc-0413] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:12 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:12 eval-1        |     eval_test.go:303: FAIL [tc-0414] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:12 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:12 eval-1        |     eval_test.go:303: FAIL [tc-0415] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:12 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:13 eval-1        |     eval_test.go:310: PASS [tc-0416] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:13 eval-1        |     eval_test.go:303: FAIL [tc-0417] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:13 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:13 eval-1        |     eval_test.go:303: FAIL [tc-0418] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:13 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:13 eval-1        |     eval_test.go:303: FAIL [tc-0419] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:13 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:13 eval-1        |     eval_test.go:303: FAIL [tc-0420] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:13 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:13 eval-1        |     eval_test.go:303: FAIL [tc-0421] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:13 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:13 eval-1        |     eval_test.go:303: FAIL [tc-0422] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:13 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:13 eval-1        |     eval_test.go:303: FAIL [tc-0423] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:13 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:13 eval-1        |     eval_test.go:310: PASS [tc-0424] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:13 eval-1        |     eval_test.go:303: FAIL [tc-0425] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:13 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:14 eval-1        |     eval_test.go:303: FAIL [tc-0426] semantic_miss          expected=miss          got=semantic_hit  sim=0.9108
2026-06-28 21:44:14 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:14 eval-1        |     eval_test.go:303: FAIL [tc-0427] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:14 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:14 eval-1        |     eval_test.go:303: FAIL [tc-0428] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:14 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:14 eval-1        |     eval_test.go:303: FAIL [tc-0429] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:14 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:14 eval-1        |     eval_test.go:303: FAIL [tc-0430] semantic_miss          expected=miss          got=semantic_hit  sim=0.8786
2026-06-28 21:44:14 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:15 eval-1        |     eval_test.go:310: PASS [tc-0431] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:16 eval-1        |     eval_test.go:310: PASS [tc-0432] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:16 eval-1        |     eval_test.go:303: FAIL [tc-0433] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:16 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:16 eval-1        |     eval_test.go:303: FAIL [tc-0434] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:16 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:16 eval-1        |     eval_test.go:310: PASS [tc-0435] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:17 eval-1        |     eval_test.go:303: FAIL [tc-0436] semantic_miss          expected=miss          got=semantic_hit  sim=0.9233
2026-06-28 21:44:17 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:17 eval-1        |     eval_test.go:310: PASS [tc-0437] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:17 eval-1        |     eval_test.go:303: FAIL [tc-0438] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:17 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:18 eval-1        |     eval_test.go:303: FAIL [tc-0439] semantic_miss          expected=miss          got=semantic_hit  sim=0.8505
2026-06-28 21:44:18 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:18 eval-1        |     eval_test.go:303: FAIL [tc-0440] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:18 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:18 eval-1        |     eval_test.go:303: FAIL [tc-0441] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:18 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:18 eval-1        |     eval_test.go:303: FAIL [tc-0442] semantic_miss          expected=miss          got=semantic_hit  sim=0.9388
2026-06-28 21:44:18 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:19 eval-1        |     eval_test.go:303: FAIL [tc-0443] semantic_miss          expected=miss          got=semantic_hit  sim=0.8507
2026-06-28 21:44:19 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:19 eval-1        |     eval_test.go:310: PASS [tc-0444] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:20 eval-1        |     eval_test.go:303: FAIL [tc-0445] semantic_miss          expected=miss          got=semantic_hit  sim=0.9662
2026-06-28 21:44:20 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:20 eval-1        |     eval_test.go:310: PASS [tc-0446] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:21 eval-1        |     eval_test.go:303: FAIL [tc-0447] semantic_miss          expected=miss          got=semantic_hit  sim=0.9108
2026-06-28 21:44:21 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:21 eval-1        |     eval_test.go:310: PASS [tc-0448] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:22 eval-1        |     eval_test.go:310: PASS [tc-0449] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:23 eval-1        |     eval_test.go:310: PASS [tc-0450] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:23 eval-1        |     eval_test.go:303: FAIL [tc-0451] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:23 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:23 eval-1        |     eval_test.go:303: FAIL [tc-0452] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:23 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:23 eval-1        |     eval_test.go:303: FAIL [tc-0453] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:23 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:23 eval-1        |     eval_test.go:310: PASS [tc-0454] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:24 eval-1        |     eval_test.go:303: FAIL [tc-0455] semantic_miss          expected=miss          got=semantic_hit  sim=0.8505
2026-06-28 21:44:24 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:24 eval-1        |     eval_test.go:303: FAIL [tc-0456] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:24 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:24 eval-1        |     eval_test.go:303: FAIL [tc-0457] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:24 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:24 eval-1        |     eval_test.go:303: FAIL [tc-0458] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:24 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:24 eval-1        |     eval_test.go:303: FAIL [tc-0459] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:24 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:24 eval-1        |     eval_test.go:303: FAIL [tc-0460] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:24 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:24 eval-1        |     eval_test.go:303: FAIL [tc-0461] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:24 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:24 eval-1        |     eval_test.go:303: FAIL [tc-0462] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:24 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:24 eval-1        |     eval_test.go:303: FAIL [tc-0463] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:24 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:24 eval-1        |     eval_test.go:310: PASS [tc-0464] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:25 eval-1        |     eval_test.go:303: FAIL [tc-0465] semantic_miss          expected=miss          got=semantic_hit  sim=0.9185
2026-06-28 21:44:25 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:25 eval-1        |     eval_test.go:303: FAIL [tc-0466] semantic_miss          expected=miss          got=semantic_hit  sim=0.8893
2026-06-28 21:44:25 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:25 eval-1        |     eval_test.go:303: FAIL [tc-0467] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:25 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:25 eval-1        |     eval_test.go:303: FAIL [tc-0468] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:25 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:25 eval-1        |     eval_test.go:303: FAIL [tc-0469] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:25 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:26 eval-1        |     eval_test.go:303: FAIL [tc-0470] semantic_miss          expected=miss          got=semantic_hit  sim=0.9701
2026-06-28 21:44:26 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:26 eval-1        |     eval_test.go:303: FAIL [tc-0471] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:26 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:26 eval-1        |     eval_test.go:303: FAIL [tc-0472] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:26 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:26 eval-1        |     eval_test.go:303: FAIL [tc-0473] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:26 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:26 eval-1        |     eval_test.go:303: FAIL [tc-0474] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:26 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:27 eval-1        |     eval_test.go:303: FAIL [tc-0475] semantic_miss          expected=miss          got=semantic_hit  sim=0.8524
2026-06-28 21:44:27 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:27 eval-1        |     eval_test.go:303: FAIL [tc-0476] semantic_miss          expected=miss          got=semantic_hit  sim=0.8505
2026-06-28 21:44:27 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:28 eval-1        |     eval_test.go:310: PASS [tc-0477] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:28 eval-1        |     eval_test.go:303: FAIL [tc-0478] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:28 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:28 eval-1        |     eval_test.go:303: FAIL [tc-0479] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:28 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:28 eval-1        |     eval_test.go:303: FAIL [tc-0480] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:28 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:28 eval-1        |     eval_test.go:303: FAIL [tc-0481] semantic_miss          expected=miss          got=semantic_hit  sim=0.9287
2026-06-28 21:44:28 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:28 eval-1        |     eval_test.go:303: FAIL [tc-0482] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:28 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:28 eval-1        |     eval_test.go:303: FAIL [tc-0483] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:28 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:28 eval-1        |     eval_test.go:303: FAIL [tc-0484] semantic_miss          expected=miss          got=direct_hit    sim=n/a
2026-06-28 21:44:28 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:28 eval-1        |     eval_test.go:310: PASS [tc-0485] semantic_miss          got=miss          latency=0ms
2026-06-28 21:44:29 eval-1        |     eval_test.go:303: FAIL [tc-0486] semantic_miss          expected=miss          got=semantic_hit  sim=0.8677
2026-06-28 21:44:29 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
2026-06-28 21:44:30 eval-1        |     eval_test.go:303: FAIL [tc-0487] semantic_miss          expected=miss          got=semantic_hit  sim=0.9798
2026-06-28 21:44:30 eval-1        |                Different customer issue — serving the cached answer would be incorrect.
